"ICD10_explo","df_name","window_optimum_start","window_optimum_end","MK_Tau_opt","MK_p_value_opt","MK_Tau","MK_p_value","Unique_Observations","prop_sig","n_countries","pos_sig","neg_sig","p_one","q_bh","ARD_BH","ARD_selected","X_key_GBD","Cause.Name","Cause.ID","Cause.Hierarchy.Level","ICD10","ICD10.Used.in.Hospital.Claims.Analyses","ICD9","ICD9.Used.in.Hospital.Claims.Analyses","cause_level_1","cause_level_2","cause_level_3","cause_level_4","trait_type","pheno_sex","coding","modifier","description","description_more","coding_description","category","n_cases_full_cohort_both_sexes","n_cases_full_cohort_females","n_cases_full_cohort_males","n_cases_hq_cohort_both_sexes","n_cases_hq_cohort_females","n_cases_hq_cohort_males","pops","num_pops","pops_pass_qc","num_pops_pass_qc","n_cases_AFR","n_cases_AMR","n_cases_CSA","n_cases_EAS","n_cases_EUR","n_cases_MID","n_controls_AFR","n_controls_AMR","n_controls_CSA","n_controls_EAS","n_controls_EUR","n_controls_MID","rhemc_25bin_50rv_h2_observed_AFR","rhemc_25bin_50rv_h2_observed_AMR","rhemc_25bin_50rv_h2_observed_CSA","rhemc_25bin_50rv_h2_observed_EAS","sldsc_25bin_h2_observed_EUR","rhemc_25bin_50rv_h2_observed_MID","rhemc_25bin_50rv_h2_observed_se_AFR","rhemc_25bin_50rv_h2_observed_se_AMR","rhemc_25bin_50rv_h2_observed_se_CSA","rhemc_25bin_50rv_h2_observed_se_EAS","sldsc_25bin_h2_observed_se_EUR","rhemc_25bin_50rv_h2_observed_se_MID","rhemc_25bin_50rv_h2_liability_AFR","rhemc_25bin_50rv_h2_liability_AMR","rhemc_25bin_50rv_h2_liability_CSA","rhemc_25bin_50rv_h2_liability_EAS","sldsc_25bin_h2_liability_EUR","rhemc_25bin_50rv_h2_liability_MID","rhemc_25bin_50rv_h2_liability_se_AFR","rhemc_25bin_50rv_h2_liability_se_AMR","rhemc_25bin_50rv_h2_liability_se_CSA","rhemc_25bin_50rv_h2_liability_se_EAS","sldsc_25bin_h2_liability_se_EUR","rhemc_25bin_50rv_h2_liability_se_MID","rhemc_25bin_50rv_h2_z_AFR","rhemc_25bin_50rv_h2_z_AMR","rhemc_25bin_50rv_h2_z_CSA","rhemc_25bin_50rv_h2_z_EAS","sldsc_25bin_h2_z_EUR","rhemc_25bin_50rv_h2_z_MID","lambda_gc_AFR","lambda_gc_AMR","lambda_gc_CSA","lambda_gc_EAS","lambda_gc_EUR","lambda_gc_MID","phenotype_qc_AFR","phenotype_qc_AMR","phenotype_qc_CSA","phenotype_qc_EAS","phenotype_qc_EUR","phenotype_qc_MID","in_max_independent_set","filename","filename_tabix","aws_link","aws_link_tabix","wget","wget_tabix","md5_hex","size_in_bytes","md5_hex_tabix","size_in_bytes_tabix","trait_efos","trait_efo_terms","trait_efo_categories"
"N02","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","","icd10","both_sexes","","","N02 Recurrent and persistent haematuria","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N00-N08 Glomerular diseases | N02 Recurrent and persistent haematuria",766,341,425,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,766,NA,NA,NA,NA,NA,419765,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,0.0804,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-N02-both_sexes.tsv.bgz","icd10-N02-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N02-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N02-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N02-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N02-both_sexes.tsv.bgz.tbi","b557c15cc86a6078107c23fa93710e63",535768395,"1081f73a147872b388e8ecd4ba592f88",1751144,"HP_0000790","Hematuria","Other trait"
"N02","Chronic kidney disease",1,14,0.97802192,1.43051147460938e-06,0.849999964,5.48362731933594e-06,16,1,204,204,0,7.1525573730469e-07,2.57317612810834e-06,TRUE,TRUE,"chronic kidney disease","Chronic kidney disease",589,3,"D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9","D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, P96.0-P96.0","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9, 753.0-753.4, 753.6-753.9, V13.03-V13.09, V18.6, V18.69, V42.0, V45.1-V45.12, V45.73, V56-V56.8, V59.4, V81.5-V81.6","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9","Non-communicable diseases","Diabetes and kidney diseases","Chronic kidney disease","","icd10","both_sexes","","","N02 Recurrent and persistent haematuria","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N00-N08 Glomerular diseases | N02 Recurrent and persistent haematuria",766,341,425,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,766,NA,NA,NA,NA,NA,419765,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,0.0804,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-N02-both_sexes.tsv.bgz","icd10-N02-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N02-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N02-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N02-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N02-both_sexes.tsv.bgz.tbi","b557c15cc86a6078107c23fa93710e63",535768395,"1081f73a147872b388e8ecd4ba592f88",1751144,"HP_0000790","Hematuria","Other trait"
"N03","Chronic kidney disease",1,14,0.97802192,1.43051147460938e-06,0.849999964,5.48362731933594e-06,16,1,204,204,0,7.1525573730469e-07,2.57317612810834e-06,TRUE,TRUE,"chronic kidney disease","Chronic kidney disease",589,3,"D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9","D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, P96.0-P96.0","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9, 753.0-753.4, 753.6-753.9, V13.03-V13.09, V18.6, V18.69, V42.0, V45.1-V45.12, V45.73, V56-V56.8, V59.4, V81.5-V81.6","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9","Non-communicable diseases","Diabetes and kidney diseases","Chronic kidney disease","","icd10","both_sexes","","","N03 Chronic nephritic syndrome","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N00-N08 Glomerular diseases | N03 Chronic nephritic syndrome",899,413,486,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,899,NA,NA,NA,NA,NA,419632,NA,NA,NA,NA,NA,0.0017,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.0799,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-N03-both_sexes.tsv.bgz","icd10-N03-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N03-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N03-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N03-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N03-both_sexes.tsv.bgz.tbi","a1ae5942f393360d7d8f454241038193",537568657,"b7f93482842e05af8c1cd3dd6f0b3774",1750978,NA,NA,NA
"N04","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","","icd10","both_sexes","","","N04 Nephrotic syndrome","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N00-N08 Glomerular diseases | N04 Nephrotic syndrome",208,87,121,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,420323,NA,NA,NA,NA,NA,-4e-04,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,-0.0639,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,-0.174,NA,NA,NA,NA,NA,0.988,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-N04-both_sexes.tsv.bgz","icd10-N04-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N04-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N04-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N04-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N04-both_sexes.tsv.bgz.tbi","4370a55edb91dd1cb8f431386479ad72",519925109,"ce09c90fb21c35f559072eb3084b983c",1749960,"EFO_0004255","nephrotic syndrome","Other disease"
"N05","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","","icd10","both_sexes","","","N05 Unspecified nephritic syndrome","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N00-N08 Glomerular diseases | N05 Unspecified nephritic syndrome",317,129,188,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,317,NA,NA,NA,NA,NA,420214,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,0.0021,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,2.86,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-N05-both_sexes.tsv.bgz","icd10-N05-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N05-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N05-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N05-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N05-both_sexes.tsv.bgz.tbi","5d13ff46f1845c229cef7cc1034edf20",526707590,"91d787e9d2da6699caea502ec496dbb0",1750486,"EFO_1002050","nephritis","Other disease"
"N06","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N07","Chronic kidney disease due to other and unspecified causes",1,14,0.97802192,1.43051147460938e-06,0.866666615,3.57627868652344e-06,16,1,204,204,0,7.1525573730469e-07,2.57317612810834e-06,TRUE,TRUE,"chronic kidney disease due to other and unspecified causes","Chronic kidney disease due to other and unspecified causes",593,4,"N02-N02.9, N07-N07.9, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9","","753.0-753.4, 753.6-753.9","","Non-communicable diseases","Diabetes and kidney diseases","Chronic kidney disease","Chronic kidney disease due to other and unspecified causes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N07","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N08","Chronic kidney disease",1,14,0.97802192,1.43051147460938e-06,0.849999964,5.48362731933594e-06,16,1,204,204,0,7.1525573730469e-07,2.57317612810834e-06,TRUE,TRUE,"chronic kidney disease","Chronic kidney disease",589,3,"D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9","D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, P96.0-P96.0","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9, 753.0-753.4, 753.6-753.9, V13.03-V13.09, V18.6, V18.69, V42.0, V45.1-V45.12, V45.73, V56-V56.8, V59.4, V81.5-V81.6","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9","Non-communicable diseases","Diabetes and kidney diseases","Chronic kidney disease","","icd10","both_sexes","","","N08 Glomerular disorders in diseases classified elsewhere","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N00-N08 Glomerular diseases | N08 Glomerular disorders in diseases classified elsewhere",430,151,279,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,420101,NA,NA,NA,NA,NA,-6e-04,NA,NA,NA,NA,NA,0.0019,NA,NA,NA,NA,NA,-0.0519,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,-0.316,NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-N08-both_sexes.tsv.bgz","icd10-N08-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N08-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N08-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N08-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N08-both_sexes.tsv.bgz.tbi","4c4e6220da67354bb1beb6253429f98a",530014525,"90e054814153f0fa3448ccc29212b9ad",1750008,"EFO_1002049",NA,NA
"N15","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N17","Chronic kidney disease",1,14,0.97802192,1.43051147460938e-06,0.849999964,5.48362731933594e-06,16,1,204,204,0,7.1525573730469e-07,2.57317612810834e-06,TRUE,TRUE,"chronic kidney disease","Chronic kidney disease",589,3,"D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9","D63.1, E08.2-E08.29, E10.2-E10.29, E11.2-E11.29, E12.2, E13.2-E13.29, E14.2, I12-I13.9, N02-N08.8, N15.0, N17-N19, P96.0-P96.0","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9, 753.0-753.4, 753.6-753.9, V13.03-V13.09, V18.6, V18.69, V42.0, V45.1-V45.12, V45.73, V56-V56.8, V59.4, V81.5-V81.6","249.4-249.41, 250.4-250.49, 285.21, 403-404.93, 581-587.9","Non-communicable diseases","Diabetes and kidney diseases","Chronic kidney disease","","icd10","both_sexes","","","N17 Acute renal failure","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N17-N19 Renal failure | N17 Acute renal failure",8120,2935,5185,NA,NA,NA,"AFR,CSA,EUR",3,"",0,184,NA,209,NA,7727,NA,6452,NA,8667,NA,412804,NA,0.0663,NA,0.162,NA,0.0025,NA,0.0668,NA,0.0453,NA,0.002,NA,0.44,NA,1.2,NA,0.0222,NA,0.444,NA,0.337,NA,0.0178,NA,0.992,NA,3.57,NA,1.25,NA,0.996,NA,1.01,NA,1.03,NA,"h2_z_insignificant",NA,"h2_z_insignificant",NA,"h2_z_insignificant",NA,FALSE,"icd10-N17-both_sexes.tsv.bgz","icd10-N17-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N17-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N17-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N17-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N17-both_sexes.tsv.bgz.tbi","6aa3704bc763a117084cd579609bb294",1639425613,"58e44625180802f823a6ad9919368ddf",2055633,"HP_0001919","Acute kidney injury","Other trait"
"N18","Diabetes and kidney diseases",1,13,0.974359095,4.76837158203125e-06,0.74999994,6.15119934082031e-05,16,1,204,204,0,2.38418579101562e-06,7.32640425364176e-06,TRUE,TRUE,"diabetes and kidney diseases","Diabetes and kidney diseases",974,2,"D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, Q60-Q63.2, Q63.8-Q63.9, Q64.2-Q64.9, R73-R73.9","D63.1, E08-E08.9, E10-E14.9, I12-I13.9, N00-N08.8, N15.0, N17-N19, P96.0-P96.0","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9, 753.0-753.4, 753.6-753.9, 790.2-790.29, V13.03-V13.09, V18-V18.0, V18.6, V18.69, V42.0, V42.83, V45.1-V45.12, V45.73, V45.85, V56-V56.8, V58.67, V59.4, V77.1, V81.5-V81.6","249-250.99, 285.21, 362.0-362.07, 403-404.93, 580-587.9","Non-communicable diseases","Diabetes and kidney diseases","","","icd10","both_sexes","","","N18 Chronic renal failure","truncated: true",NA,"Chapter XIV Diseases of the genitourinary system | N17-N19 Renal failure | N18 Chronic renal failure",7873,3581,4292,NA,NA,NA,"AFR,CSA,EUR",3,"",0,201,NA,255,NA,7417,NA,6435,NA,8621,NA,413114,NA,0.0235,NA,0.0893,NA,0.0063,NA,0.0857,NA,0.0405,NA,0.0024,NA,0.147,NA,0.578,NA,0.0577,NA,0.535,NA,0.262,NA,0.022,NA,0.275,NA,2.21,NA,2.63,NA,1,NA,0.998,NA,1.06,NA,"h2_z_insignificant",NA,"h2_z_insignificant",NA,"h2_z_insignificant",NA,FALSE,"icd10-N18-both_sexes.tsv.bgz","icd10-N18-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N18-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N18-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-N18-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-N18-both_sexes.tsv.bgz.tbi","f1c9fde8909da115016178a650d86b21",1645036143,"d80fc8853984f83888a366d980676092",2056415,"EFO_0003884","chronic kidney disease","Other disease"
