df_name,MK_Tau_opt,MK_p_value_opt,p_one,q_bh,prop_sig,_key_GBD,Cause Name,Cause ID,Cause Hierarchy Level,ICD10_x,ICD10 Used in Hospital/Claims Analyses,ICD9,ICD9 Used in Hospital/Claims Analyses,cause_level_1,cause_level_2,cause_level_3,cause_level_4,ICD10_explo,ICD10_y,PHECODE,Exl. Phecodes,Excl. Phenotypes,PHECODE_,mapped_flag
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M18,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M19,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M20,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M21,M21,736.0,735-739.99,Acquired deformities,736_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M22,M22,835.0,830-839.99,joint disorders and dislocations; trauma-related,835_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M23,M23,835.0,830-839.99,joint disorders and dislocations; trauma-related,835_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M24,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M25,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M28,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M29,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M30,M30,446.0,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",446_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M31,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M32,M32,695.42,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS",695_42,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M34,M34,709.3,"690-697.99, 708-709.99",,709_3,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M35,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M36,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M37,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M38,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M39,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M40,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M41,M41,737.3,735-739.99,Acquired deformities,737_3,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M42,M42,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",732_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M43,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M44,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M45,M45,715.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis,715_2,True
